STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810405,56,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810406,49,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810407,63,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810408,76,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810409,66,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810410,69,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810411,76,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810412,68,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810413,61,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810414,69,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810415,50,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810416,65,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810417,65,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810418,67,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810419,56,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810420,48,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810421,52,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810422,62,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810423,65,51
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810424,53,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810425,45,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810426,58,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810427,70,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810428,80,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810429,67,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810430,55,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810501,59,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810502,56,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810503,65,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810504,79,40
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810505,78,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810506,58,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810507,60,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810508,69,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810509,76,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810510,74,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810511,69,51
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810512,54,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810513,67,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810514,78,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810515,60,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810516,64,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810517,69,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810518,56,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810519,58,39
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810520,71,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810521,75,41
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810522,79,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810523,80,47
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810524,86,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810525,81,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810526,78,59
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810527,75,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810528,74,62
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810529,73,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810530,75,57
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810531,68,50
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810601,73,42
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810602,79,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810603,79,64
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810604,79,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810605,80,56
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810606,79,58
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810607,78,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810608,81,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810609,76,61
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810610,75,60
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810611,76,53
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810612,82,59
